,alt_bin,Sns,Su_260kg,B,N_0.567kg,N_148kg,N_6kg,N_1250kg,Su_473kg,N_260kg,S_148kg,epoch_start_date,N_473kg,S_750kg,S_1250kg
323,3,1,0,0,0,0,0,0,0,0,0,2026-01-03 00:00:00,0,0,0
324,4,1,0,0,0,0,0,0,0,0,0,2026-01-03 00:00:00,0,0,597
325,5,1,2,1,0,0,0,0,0,0,0,2026-01-03 00:00:00,0,0,504
326,6,3,1,0,0,1,0,0,0,0,0,2026-01-03 00:00:00,0,0,0
327,7,5,1,0,0,0,0,0,0,0,0,2026-01-03 00:00:00,0,0,0
328,8,14,1,1,0,0,0,0,1,0,0,2026-01-03 00:00:00,0,0,0
329,9,15,5,0,0,0,1,0,5,0,0,2026-01-03 00:00:00,0,0,0
330,10,32,11,5,1,0,0,0,3,0,369,2026-01-03 00:00:00,0,171,50
331,11,7,7,1,0,0,0,0,2,0,31,2026-01-03 00:00:00,0,341,96
332,12,5,1,1,0,0,1,0,1,0,147,2026-01-03 00:00:00,0,0,0
333,13,1,2,1,0,1,1,0,2,0,0,2026-01-03 00:00:00,0,167,25
334,14,0,0,2,1,0,0,0,2,0,0,2026-01-03 00:00:00,0,92,0
335,15,0,0,1,0,0,2,0,0,0,0,2026-01-03 00:00:00,0,0,0
336,16,0,2,0,0,2,0,0,3,0,0,2026-01-03 00:00:00,0,0,0
337,17,0,0,2,1,2,0,0,1,0,0,2026-01-03 00:00:00,0,0,0
338,18,0,0,0,0,2,3,0,0,0,0,2026-01-03 00:00:00,0,0,0
339,19,0,0,0,0,2,5,0,1,0,0,2026-01-03 00:00:00,0,0,0
340,20,0,0,0,0,1,1,0,0,0,0,2026-01-03 00:00:00,0,0,0
341,21,0,0,0,0,1,9,0,0,0,0,2026-01-03 00:00:00,0,0,0
342,22,0,3,0,0,0,6,0,0,0,0,2026-01-03 00:00:00,0,0,0
343,23,0,0,0,0,0,1,0,1,0,0,2026-01-03 00:00:00,0,0,0
344,24,0,0,0,0,0,1,0,0,0,0,2026-01-03 00:00:00,0,0,0
345,25,0,0,0,0,3,1,0,0,0,0,2026-01-03 00:00:00,0,0,0
346,26,0,0,0,0,0,0,0,0,0,0,2026-01-03 00:00:00,0,0,0
347,27,0,0,0,0,1,0,0,0,0,26,2026-01-03 00:00:00,0,0,0
348,28,0,0,0,0,0,0,0,0,0,10,2026-01-03 00:00:00,0,0,0
349,29,0,0,0,0,0,0,0,2,0,0,2026-01-03 00:00:00,0,0,0
350,30,0,0,0,0,0,0,0,0,0,0,2026-01-03 00:00:00,0,0,0
351,31,0,0,0,0,0,0,0,0,0,0,2026-01-03 00:00:00,0,0,0
352,32,0,0,0,0,0,0,0,0,0,0,2026-01-03 00:00:00,0,0,0
353,33,0,0,0,0,0,0,0,0,0,564,2026-01-03 00:00:00,0,0,0
354,34,0,0,0,0,0,0,0,0,0,0,2026-01-03 00:00:00,0,0,0
355,35,0,0,0,0,0,0,0,0,0,0,2026-01-03 00:00:00,0,0,0
356,36,0,0,0,0,0,0,0,0,0,0,2026-01-03 00:00:00,0,0,0
357,37,0,0,0,0,0,0,0,0,0,92,2026-01-03 00:00:00,0,0,0
358,38,0,0,0,0,0,0,0,0,0,0,2026-01-03 00:00:00,0,0,0
359,39,0,0,0,0,0,0,0,0,0,0,2026-01-03 00:00:00,0,0,0
360,0,0,0,0,0,0,0,0,0,0,0,2026-07-04 15:00:00,0,0,0
361,1,0,0,0,0,0,0,0,0,0,0,2026-07-04 15:00:00,0,0,0
362,2,0,0,0,0,0,0,0,0,0,0,2026-07-04 15:00:00,0,0,0
363,3,0,0,0,0,0,1,0,0,0,0,2026-07-04 15:00:00,0,0,0
364,4,1,0,0,0,0,0,0,0,0,0,2026-07-04 15:00:00,0,0,600
365,5,1,0,1,1,1,0,0,0,0,0,2026-07-04 15:00:00,0,0,503
366,6,3,2,0,1,0,1,0,0,0,0,2026-07-04 15:00:00,0,0,0
367,7,7,5,2,0,1,0,0,0,0,0,2026-07-04 15:00:00,0,0,0
368,8,7,4,2,0,0,1,0,0,0,0,2026-07-04 15:00:00,0,0,0
369,9,19,7,3,0,1,0,0,2,1,0,2026-07-04 15:00:00,0,0,0
370,10,32,20,0,0,0,0,0,6,0,368,2026-07-04 15:00:00,0,172,51
371,11,12,3,1,0,0,0,0,2,0,44,2026-07-04 15:00:00,0,349,101
372,12,8,1,0,1,1,1,0,0,0,148,2026-07-04 15:00:00,0,0,0
373,13,2,2,0,0,0,0,0,2,0,0,2026-07-04 15:00:00,0,162,24
374,14,0,2,0,0,0,1,0,5,0,0,2026-07-04 15:00:00,0,91,0
375,15,0,0,0,0,2,2,0,0,0,0,2026-07-04 15:00:00,0,0,0
376,16,3,1,0,0,0,1,0,0,0,0,2026-07-04 15:00:00,0,0,0
377,17,0,0,0,0,0,4,0,0,0,0,2026-07-04 15:00:00,0,0,0
378,18,0,0,0,0,2,4,0,1,0,0,2026-07-04 15:00:00,0,0,0
379,19,0,0,0,1,4,11,0,7,0,0,2026-07-04 15:00:00,0,0,0
380,20,0,0,0,0,2,2,0,0,0,0,2026-07-04 15:00:00,0,0,0
381,21,0,0,0,0,1,5,0,0,0,0,2026-07-04 15:00:00,0,0,0
382,22,0,0,2,0,2,9,0,0,0,0,2026-07-04 15:00:00,0,0,0
383,23,1,2,0,0,0,1,0,0,0,0,2026-07-04 15:00:00,0,0,0
384,24,0,0,0,0,0,2,0,0,0,0,2026-07-04 15:00:00,0,0,0
385,25,0,0,0,0,1,0,0,0,0,0,2026-07-04 15:00:00,0,0,0
386,26,0,0,1,0,0,0,0,0,0,0,2026-07-04 15:00:00,0,0,0
387,27,0,0,0,0,0,0,0,0,0,27,2026-07-04 15:00:00,0,0,0
388,28,0,0,0,1,0,0,0,0,0,14,2026-07-04 15:00:00,0,0,0
389,29,0,0,0,0,0,1,0,3,0,0,2026-07-04 15:00:00,0,0,0
390,30,0,0,0,0,0,1,0,0,0,0,2026-07-04 15:00:00,0,0,0
391,31,0,1,0,0,0,1,0,0,0,0,2026-07-04 15:00:00,0,0,0
392,32,0,0,0,0,0,0,0,0,0,0,2026-07-04 15:00:00,0,0,0
393,33,0,0,0,0,0,0,0,0,0,556,2026-07-04 15:00:00,0,0,0
394,34,0,0,0,0,0,0,0,0,0,0,2026-07-04 15:00:00,0,0,0
395,35,0,0,0,0,0,0,0,0,0,0,2026-07-04 15:00:00,0,0,0
396,36,0,0,0,0,0,0,0,0,0,0,2026-07-04 15:00:00,0,0,0
397,37,0,0,0,0,0,0,0,0,0,94,2026-07-04 15:00:00,0,0,0
398,38,0,0,0,0,0,0,0,0,0,0,2026-07-04 15:00:00,0,0,0
399,39,0,0,0,0,0,0,0,0,0,0,2026-07-04 15:00:00,0,0,0
400,0,0,0,0,0,0,0,0,0,0,0,2027-01-03 06:00:00,0,0,0
401,1,0,0,0,0,0,0,0,0,0,0,2027-01-03 06:00:00,0,0,0
402,2,0,0,0,0,0,0,0,0,0,0,2027-01-03 06:00:00,0,0,0
403,3,0,0,0,0,0,0,0,1,0,0,2027-01-03 06:00:00,0,0,0
404,4,2,0,0,0,0,0,0,0,0,0,2027-01-03 06:00:00,0,0,670
405,5,2,1,1,0,2,0,0,0,0,0,2027-01-03 06:00:00,0,0,559
406,6,1,1,0,1,0,0,0,0,0,0,2027-01-03 06:00:00,0,0,0
407,7,4,2,0,0,0,0,0,0,0,0,2027-01-03 06:00:00,0,0,0
408,8,9,6,2,0,0,0,0,1,0,0,2027-01-03 06:00:00,0,0,0
409,9,16,6,3,0,2,1,0,4,1,0,2027-01-03 06:00:00,0,0,0
410,10,28,13,1,0,0,0,0,8,0,400,2027-01-03 06:00:00,1,185,54
411,11,7,10,1,0,0,0,0,0,0,38,2027-01-03 06:00:00,0,377,104
412,12,7,6,0,0,1,4,0,1,0,147,2027-01-03 06:00:00,0,0,0
413,13,1,3,0,0,1,2,0,4,0,0,2027-01-03 06:00:00,0,179,32
414,14,0,3,0,0,1,1,0,4,0,0,2027-01-03 06:00:00,0,99,0
415,15,0,0,1,0,0,1,0,0,0,0,2027-01-03 06:00:00,0,0,0
416,16,0,0,0,0,2,2,0,3,0,0,2027-01-03 06:00:00,0,0,0
417,17,0,0,0,0,1,6,0,0,0,0,2027-01-03 06:00:00,0,0,0
418,18,0,0,0,0,5,10,0,1,1,0,2027-01-03 06:00:00,0,0,0
419,19,0,2,0,1,5,7,0,5,0,0,2027-01-03 06:00:00,0,0,0
420,20,0,0,0,2,0,4,0,0,0,0,2027-01-03 06:00:00,0,0,0
421,21,0,0,0,0,0,3,0,1,0,0,2027-01-03 06:00:00,0,0,0
422,22,0,3,0,0,3,4,0,0,0,0,2027-01-03 06:00:00,0,0,0
423,23,0,0,0,0,1,2,0,0,0,0,2027-01-03 06:00:00,0,0,0
424,24,0,0,0,0,0,1,0,0,0,0,2027-01-03 06:00:00,0,0,0
425,25,0,0,0,0,0,0,0,0,0,0,2027-01-03 06:00:00,0,0,0
426,26,0,0,1,0,0,0,0,0,0,0,2027-01-03 06:00:00,0,0,0
427,27,0,0,0,0,0,0,0,0,0,23,2027-01-03 06:00:00,0,0,0
428,28,0,0,0,1,0,0,0,0,0,12,2027-01-03 06:00:00,0,0,0
429,29,1,0,0,0,1,0,0,1,0,0,2027-01-03 06:00:00,0,0,0
430,30,0,0,0,0,1,0,0,0,0,0,2027-01-03 06:00:00,0,0,0
431,31,0,0,0,0,0,0,0,0,0,0,2027-01-03 06:00:00,0,0,0
432,32,0,0,0,0,0,0,0,0,0,0,2027-01-03 06:00:00,0,0,0
433,33,0,0,0,0,0,1,0,0,0,624,2027-01-03 06:00:00,0,0,0
434,34,0,0,0,0,0,0,0,0,0,0,2027-01-03 06:00:00,0,0,0
435,35,0,0,0,0,0,0,0,0,0,0,2027-01-03 06:00:00,0,0,0
436,36,0,0,0,0,0,0,0,0,0,0,2027-01-03 06:00:00,0,0,0
437,37,0,0,0,0,0,0,0,0,0,95,2027-01-03 06:00:00,0,0,0
438,38,0,0,1,0,0,0,0,0,0,0,2027-01-03 06:00:00,0,0,0
439,39,0,0,0,0,0,0,0,0,0,0,2027-01-03 06:00:00,0,0,0
440,0,0,0,0,0,0,0,0,0,0,0,2027-07-04 21:00:00,0,0,0
441,1,0,0,0,0,0,0,0,0,0,0,2027-07-04 21:00:00,0,0,0
442,2,0,0,0,0,0,0,0,0,0,0,2027-07-04 21:00:00,0,0,0
443,3,0,0,0,0,0,0,0,0,0,0,2027-07-04 21:00:00,0,0,0
444,4,2,0,0,1,0,0,0,0,0,0,2027-07-04 21:00:00,0,0,665
445,5,2,1,0,2,1,0,0,0,0,0,2027-07-04 21:00:00,0,0,559
446,6,2,1,0,0,0,0,0,0,0,0,2027-07-04 21:00:00,0,0,0
447,7,6,2,1,0,0,0,0,0,0,0,2027-07-04 21:00:00,0,0,0
448,8,11,4,2,0,1,0,0,0,1,0,2027-07-04 21:00:00,0,0,0
449,9,19,9,0,0,0,0,0,5,1,0,2027-07-04 21:00:00,0,0,0
450,10,39,13,0,1,0,0,0,4,0,406,2027-07-04 21:00:00,0,193,52
451,11,5,7,1,1,0,0,0,1,0,50,2027-07-04 21:00:00,0,377,115
452,12,1,3,2,0,1,0,0,1,0,141,2027-07-04 21:00:00,0,0,0
453,13,0,5,0,0,0,3,0,1,0,0,2027-07-04 21:00:00,0,180,30
454,14,0,1,0,1,0,0,0,4,0,0,2027-07-04 21:00:00,0,101,0
455,15,0,0,0,0,0,0,0,0,0,0,2027-07-04 21:00:00,0,0,0
456,16,1,1,0,0,1,0,0,0,0,0,2027-07-04 21:00:00,0,0,0
457,17,0,0,0,0,0,1,0,1,0,0,2027-07-04 21:00:00,0,0,0
458,18,0,0,0,0,4,4,0,2,0,0,2027-07-04 21:00:00,0,0,0
459,19,0,0,0,2,2,6,0,4,0,0,2027-07-04 21:00:00,0,0,0
460,20,0,0,0,0,0,3,0,1,0,0,2027-07-04 21:00:00,0,0,0
461,21,0,0,0,0,0,3,0,0,0,0,2027-07-04 21:00:00,0,0,0
462,22,0,1,0,0,1,3,0,0,0,0,2027-07-04 21:00:00,0,0,0
463,23,0,0,0,0,0,1,0,0,0,0,2027-07-04 21:00:00,0,0,0
464,24,0,0,0,0,0,0,0,0,0,0,2027-07-04 21:00:00,0,0,0
465,25,0,0,0,0,0,0,0,0,0,0,2027-07-04 21:00:00,0,0,0
466,26,0,0,0,0,0,2,0,0,0,0,2027-07-04 21:00:00,0,0,0
467,27,0,0,0,0,0,1,0,0,0,28,2027-07-04 21:00:00,0,0,0
468,28,0,0,0,0,0,0,0,0,0,9,2027-07-04 21:00:00,0,0,0
469,29,0,1,0,0,0,2,0,2,0,0,2027-07-04 21:00:00,0,0,0
470,30,0,0,0,0,0,1,0,0,0,0,2027-07-04 21:00:00,0,0,0
471,31,0,0,0,0,0,0,0,0,0,0,2027-07-04 21:00:00,0,0,0
472,32,0,0,0,0,0,0,0,0,0,0,2027-07-04 21:00:00,0,0,0
473,33,0,2,0,0,0,0,0,0,0,616,2027-07-04 21:00:00,0,0,0
474,34,0,0,0,0,0,0,0,0,0,0,2027-07-04 21:00:00,0,0,0
475,35,0,0,0,0,0,0,0,0,0,0,2027-07-04 21:00:00,0,0,0
476,36,0,0,0,0,0,0,0,0,0,0,2027-07-04 21:00:00,0,0,0
477,37,0,0,0,0,0,1,0,0,0,95,2027-07-04 21:00:00,0,0,0
478,38,0,0,1,0,0,0,0,0,0,0,2027-07-04 21:00:00,0,0,0
479,39,0,0,0,0,0,0,0,0,0,0,2027-07-04 21:00:00,0,0,0
480,0,1,0,0,0,0,0,0,0,0,0,2028-01-03 12:00:00,0,0,0
481,1,0,0,0,0,0,0,0,0,0,0,2028-01-03 12:00:00,0,0,0
482,2,0,0,0,0,0,0,0,0,0,0,2028-01-03 12:00:00,0,0,0
483,3,1,0,0,0,0,1,0,0,0,0,2028-01-03 12:00:00,0,0,0
484,4,4,0,0,0,0,0,0,0,0,0,2028-01-03 12:00:00,0,0,731
485,5,3,0,1,0,1,0,0,0,0,0,2028-01-03 12:00:00,0,0,617
486,6,2,1,0,1,1,0,0,1,0,0,2028-01-03 12:00:00,0,0,0
487,7,6,3,0,0,0,0,0,0,0,0,2028-01-03 12:00:00,0,0,0
488,8,7,2,3,0,0,0,0,0,0,0,2028-01-03 12:00:00,0,0,0
489,9,26,3,2,0,0,1,0,1,2,0,2028-01-03 12:00:00,0,0,0
490,10,30,20,0,0,2,0,0,3,0,434,2028-01-03 12:00:00,0,202,62
491,11,7,4,0,0,1,2,0,2,0,200,2028-01-03 12:00:00,0,414,117
492,12,5,3,2,0,2,1,0,1,0,81,2028-01-03 12:00:00,0,0,0
493,13,0,5,1,0,0,3,0,3,0,0,2028-01-03 12:00:00,0,196,39
494,14,0,0,0,1,0,0,0,2,0,0,2028-01-03 12:00:00,0,108,0
495,15,0,0,2,0,1,2,0,0,0,0,2028-01-03 12:00:00,0,0,0
496,16,0,2,0,0,0,1,0,1,0,0,2028-01-03 12:00:00,0,0,0
497,17,1,0,2,1,0,2,0,1,0,0,2028-01-03 12:00:00,0,0,0
498,18,0,1,0,0,1,4,0,1,0,0,2028-01-03 12:00:00,0,0,0
499,19,0,1,1,1,3,5,0,4,0,0,2028-01-03 12:00:00,0,0,0
500,20,0,0,0,0,4,2,0,0,0,0,2028-01-03 12:00:00,0,0,0
501,21,0,0,0,0,0,5,0,1,0,0,2028-01-03 12:00:00,0,0,0
502,22,0,3,0,0,0,10,0,0,0,0,2028-01-03 12:00:00,0,0,0
503,23,0,0,0,0,0,2,0,1,0,0,2028-01-03 12:00:00,0,0,0
504,24,0,0,0,0,0,3,0,1,0,0,2028-01-03 12:00:00,0,0,0
505,25,0,0,0,0,0,0,0,2,0,0,2028-01-03 12:00:00,0,0,0
506,26,0,0,0,0,0,0,0,0,0,0,2028-01-03 12:00:00,0,0,0
507,27,0,0,0,0,0,0,0,0,0,36,2028-01-03 12:00:00,0,0,0
508,28,0,0,0,0,0,0,0,0,0,6,2028-01-03 12:00:00,0,0,0
509,29,0,0,0,0,2,0,0,2,0,0,2028-01-03 12:00:00,0,0,0
510,30,0,0,0,0,0,0,0,0,0,0,2028-01-03 12:00:00,0,0,0
511,31,0,0,0,0,0,0,0,0,0,0,2028-01-03 12:00:00,0,0,0
512,32,0,0,0,0,0,0,0,0,0,0,2028-01-03 12:00:00,0,0,0
513,33,0,0,0,0,0,0,0,0,0,677,2028-01-03 12:00:00,0,0,0
514,34,0,0,0,0,0,0,0,0,0,0,2028-01-03 12:00:00,0,0,0
515,35,0,0,0,0,0,0,0,0,0,0,2028-01-03 12:00:00,0,0,0
516,36,0,0,0,0,0,0,0,0,0,0,2028-01-03 12:00:00,0,0,0
517,37,0,0,0,0,0,0,0,0,0,105,2028-01-03 12:00:00,0,0,0
518,38,0,0,0,0,0,0,0,0,0,0,2028-01-03 12:00:00,0,0,0
519,39,0,0,0,0,0,0,0,0,0,0,2028-01-03 12:00:00,0,0,0
520,0,0,0,0,0,0,0,0,0,0,0,2028-07-04 03:00:00,0,0,0
521,1,0,0,0,0,0,0,0,0,0,0,2028-07-04 03:00:00,0,0,0
522,2,1,0,0,0,0,0,0,0,0,0,2028-07-04 03:00:00,0,0,0
523,3,0,0,0,0,0,0,1,0,0,0,2028-07-04 03:00:00,0,0,0
524,4,1,0,1,0,0,0,0,0,0,0,2028-07-04 03:00:00,0,0,737
525,5,0,0,0,1,0,1,0,0,0,0,2028-07-04 03:00:00,0,0,617
526,6,0,1,3,0,0,0,0,1,0,0,2028-07-04 03:00:00,0,0,0
527,7,12,5,1,0,0,0,0,0,0,0,2028-07-04 03:00:00,0,0,0
528,8,8,2,2,0,0,1,0,1,0,0,2028-07-04 03:00:00,0,0,0
529,9,22,13,3,0,0,0,0,1,0,0,2028-07-04 03:00:00,0,0,0
530,10,34,15,4,0,0,0,0,3,0,444,2028-07-04 03:00:00,0,207,58
531,11,8,8,3,0,0,1,0,1,0,201,2028-07-04 03:00:00,0,411,120
532,12,7,9,1,0,0,1,0,0,0,75,2028-07-04 03:00:00,0,0,0
533,13,0,3,1,0,0,0,0,4,0,0,2028-07-04 03:00:00,0,195,32
534,14,0,2,0,0,0,0,0,2,0,0,2028-07-04 03:00:00,0,111,0
535,15,0,0,0,0,0,0,0,0,0,0,2028-07-04 03:00:00,0,0,0
536,16,1,0,0,0,1,0,0,1,0,0,2028-07-04 03:00:00,0,0,0
537,17,0,1,1,0,5,1,0,0,0,0,2028-07-04 03:00:00,0,0,0
538,18,1,1,0,0,5,6,0,1,0,0,2028-07-04 03:00:00,0,0,0
539,19,0,1,1,0,5,4,0,4,0,0,2028-07-04 03:00:00,0,0,0
540,20,0,0,0,0,1,1,0,1,0,0,2028-07-04 03:00:00,0,0,0
541,21,0,0,0,0,1,6,0,0,0,0,2028-07-04 03:00:00,0,0,0
542,22,0,1,0,0,3,7,0,0,0,0,2028-07-04 03:00:00,0,0,0
543,23,0,1,0,0,2,4,0,0,0,0,2028-07-04 03:00:00,0,0,0
544,24,0,0,0,0,0,0,0,0,0,0,2028-07-04 03:00:00,0,0,0
545,25,0,0,0,0,1,0,0,0,0,0,2028-07-04 03:00:00,0,0,0
546,26,0,0,0,0,0,0,0,0,0,0,2028-07-04 03:00:00,0,0,0
547,27,0,0,0,0,0,0,0,0,0,29,2028-07-04 03:00:00,0,0,0
548,28,0,0,0,1,0,0,0,0,0,10,2028-07-04 03:00:00,0,0,0
549,29,0,1,0,0,1,0,0,4,0,0,2028-07-04 03:00:00,0,0,0
550,30,0,0,0,0,0,1,0,0,0,0,2028-07-04 03:00:00,0,0,0
551,31,0,0,0,0,0,0,0,0,0,0,2028-07-04 03:00:00,0,0,0
552,32,0,0,0,0,1,0,0,0,0,0,2028-07-04 03:00:00,0,0,0
553,33,0,0,0,0,0,0,0,0,0,663,2028-07-04 03:00:00,0,0,0
554,34,0,0,0,0,0,0,0,0,0,0,2028-07-04 03:00:00,0,0,0
555,35,0,0,0,0,0,0,0,0,0,0,2028-07-04 03:00:00,0,0,0
556,36,0,0,0,0,0,0,0,0,0,0,2028-07-04 03:00:00,0,0,0
557,37,0,0,0,0,0,0,0,0,0,109,2028-07-04 03:00:00,0,0,0
558,38,0,0,0,0,0,0,0,0,0,0,2028-07-04 03:00:00,0,0,0
559,39,0,0,0,0,0,0,0,0,0,0,2028-07-04 03:00:00,0,0,0
560,0,0,0,0,0,0,0,0,0,0,0,2029-01-02 18:00:00,0,0,0
561,1,0,0,0,0,0,0,0,0,0,0,2029-01-02 18:00:00,0,0,0
562,2,0,1,0,0,0,0,0,0,0,0,2029-01-02 18:00:00,0,0,0
563,3,1,0,0,0,0,0,0,0,0,0,2029-01-02 18:00:00,0,0,0
564,4,1,0,0,0,0,0,0,0,0,0,2029-01-02 18:00:00,0,0,800
565,5,0,0,1,0,0,0,0,0,0,0,2029-01-02 18:00:00,0,0,672
566,6,0,2,0,0,0,0,0,0,0,0,2029-01-02 18:00:00,0,0,0
567,7,3,1,3,0,0,0,0,0,0,0,2029-01-02 18:00:00,0,0,0
568,8,10,3,1,0,0,0,0,0,1,0,2029-01-02 18:00:00,0,0,0
569,9,25,12,0,0,0,0,0,1,0,0,2029-01-02 18:00:00,0,0,0
570,10,36,19,1,0,1,0,0,2,0,457,2029-01-02 18:00:00,0,217,67
571,11,5,4,0,0,0,0,0,2,0,197,2029-01-02 18:00:00,0,440,131
572,12,4,1,0,0,1,1,0,0,0,81,2029-01-02 18:00:00,0,0,0
573,13,1,4,3,0,1,2,0,4,0,0,2029-01-02 18:00:00,0,213,30
574,14,0,0,0,0,2,1,0,2,0,0,2029-01-02 18:00:00,0,118,0
575,15,0,0,0,0,0,0,0,1,0,0,2029-01-02 18:00:00,0,0,0
576,16,0,2,0,0,0,1,0,2,0,0,2029-01-02 18:00:00,0,0,0
577,17,0,0,1,0,3,1,0,0,0,0,2029-01-02 18:00:00,0,0,0
578,18,0,0,1,0,3,5,0,1,0,0,2029-01-02 18:00:00,0,0,0
579,19,0,0,1,1,2,10,0,9,0,0,2029-01-02 18:00:00,0,0,0
580,20,0,0,1,0,3,1,0,0,0,0,2029-01-02 18:00:00,0,0,0
581,21,0,0,0,0,1,2,0,0,0,0,2029-01-02 18:00:00,0,0,0
582,22,0,0,0,0,2,2,0,0,0,0,2029-01-02 18:00:00,0,0,0
583,23,1,0,0,0,0,3,0,0,0,0,2029-01-02 18:00:00,0,0,0
584,24,0,0,0,0,0,0,0,0,0,0,2029-01-02 18:00:00,0,0,0
585,25,0,0,0,0,0,0,0,0,0,0,2029-01-02 18:00:00,0,0,0
586,26,0,0,1,0,0,0,0,0,0,0,2029-01-02 18:00:00,0,0,0
587,27,0,0,1,0,0,0,0,0,0,34,2029-01-02 18:00:00,0,0,0
588,28,0,0,0,0,0,0,0,0,0,14,2029-01-02 18:00:00,0,0,0
589,29,0,0,0,0,0,0,0,0,0,0,2029-01-02 18:00:00,0,0,0
590,30,0,0,0,0,0,0,0,0,0,0,2029-01-02 18:00:00,0,0,0
591,31,0,0,0,0,0,1,0,0,0,0,2029-01-02 18:00:00,0,0,0
592,32,0,0,0,0,0,0,0,0,0,0,2029-01-02 18:00:00,0,0,0
593,33,0,0,0,0,0,1,0,0,0,446,2029-01-02 18:00:00,0,0,0
594,34,0,0,0,0,0,0,0,0,0,0,2029-01-02 18:00:00,0,0,0
595,35,0,0,0,0,0,0,0,0,0,0,2029-01-02 18:00:00,0,0,0
596,36,0,0,0,0,0,0,0,0,0,0,2029-01-02 18:00:00,0,0,0
597,37,0,0,0,0,0,0,0,0,0,105,2029-01-02 18:00:00,0,0,0
598,38,0,0,0,0,0,0,0,0,0,0,2029-01-02 18:00:00,0,0,0
599,39,0,0,0,0,0,0,0,0,0,0,2029-01-02 18:00:00,0,0,0
600,0,0,0,0,0,0,0,0,0,0,0,2029-07-04 09:00:00,0,0,0
601,1,0,0,0,1,0,0,0,0,0,0,2029-07-04 09:00:00,0,0,0
602,2,0,0,0,0,0,0,0,0,0,0,2029-07-04 09:00:00,0,0,0
603,3,0,0,0,0,0,0,0,0,0,0,2029-07-04 09:00:00,0,0,0
604,4,0,0,0,0,0,0,0,0,0,0,2029-07-04 09:00:00,0,0,800
605,5,0,1,0,0,0,0,0,0,0,0,2029-07-04 09:00:00,0,0,668
606,6,1,2,2,0,0,0,0,0,0,0,2029-07-04 09:00:00,0,19,0
607,7,6,2,0,0,1,1,0,0,0,0,2029-07-04 09:00:00,0,0,0
608,8,8,3,2,1,0,1,0,1,0,0,2029-07-04 09:00:00,0,0,0
609,9,21,8,1,0,0,1,0,3,0,2,2029-07-04 09:00:00,0,0,0
610,10,22,21,3,0,0,0,0,2,0,467,2029-07-04 09:00:00,0,222,65
611,11,9,6,3,0,0,1,0,0,0,203,2029-07-04 09:00:00,0,443,136
612,12,14,4,1,1,2,3,0,3,0,71,2029-07-04 09:00:00,0,0,0
613,13,1,3,0,0,1,0,0,1,0,3,2029-07-04 09:00:00,0,203,33
614,14,1,1,0,0,1,0,0,0,0,0,2029-07-04 09:00:00,0,115,0
615,15,0,0,0,0,0,1,0,1,0,0,2029-07-04 09:00:00,0,0,0
616,16,2,3,0,0,0,0,0,1,0,2,2029-07-04 09:00:00,0,4,0
617,17,0,0,0,0,1,2,0,0,0,0,2029-07-04 09:00:00,0,0,0
618,18,0,0,0,0,1,2,0,1,0,0,2029-07-04 09:00:00,0,0,0
619,19,0,0,0,0,6,5,0,4,0,0,2029-07-04 09:00:00,0,0,0
620,20,0,0,2,1,2,3,0,2,0,0,2029-07-04 09:00:00,0,0,0
621,21,0,0,0,1,3,5,0,0,0,2,2029-07-04 09:00:00,0,0,0
622,22,0,1,2,0,5,7,0,0,0,0,2029-07-04 09:00:00,0,0,0
623,23,0,0,0,0,0,1,0,0,0,0,2029-07-04 09:00:00,0,0,0
624,24,0,0,0,0,0,5,0,0,0,0,2029-07-04 09:00:00,0,0,0
625,25,0,0,0,0,0,0,0,0,0,0,2029-07-04 09:00:00,0,0,0
626,26,0,0,0,0,0,1,0,0,0,0,2029-07-04 09:00:00,0,0,0
627,27,0,0,1,0,0,0,0,0,0,29,2029-07-04 09:00:00,0,0,0
628,28,0,0,0,0,0,1,0,0,0,7,2029-07-04 09:00:00,0,0,0
629,29,0,1,0,0,0,1,0,2,0,0,2029-07-04 09:00:00,0,0,0
630,30,0,0,0,0,0,0,0,1,0,0,2029-07-04 09:00:00,0,0,0
631,31,0,0,0,0,0,1,0,0,0,2,2029-07-04 09:00:00,0,0,0
632,32,0,0,0,0,0,0,0,0,0,0,2029-07-04 09:00:00,0,0,0
633,33,0,0,0,0,0,0,0,0,0,443,2029-07-04 09:00:00,0,0,0
634,34,0,0,0,0,0,0,0,0,0,0,2029-07-04 09:00:00,0,0,0
635,35,0,0,0,0,0,0,0,0,0,0,2029-07-04 09:00:00,0,0,0
636,36,0,0,0,0,0,0,0,0,0,0,2029-07-04 09:00:00,0,0,0
637,37,0,0,0,0,0,0,0,0,0,111,2029-07-04 09:00:00,0,0,0
638,38,0,0,0,0,0,0,0,0,0,0,2029-07-04 09:00:00,0,0,0
639,39,0,0,0,0,0,0,0,0,0,0,2029-07-04 09:00:00,0,0,0
640,0,0,0,0,0,0,0,0,0,0,0,2030-01-03 00:00:00,0,0,0
641,1,0,0,0,0,0,0,0,0,0,0,2030-01-03 00:00:00,0,0,0
642,2,1,0,0,0,0,0,0,0,0,0,2030-01-03 00:00:00,0,0,0
643,3,1,0,0,0,0,0,0,0,0,0,2030-01-03 00:00:00,0,0,0
644,4,0,0,0,1,0,0,0,0,0,0,2030-01-03 00:00:00,0,0,862
645,5,1,1,0,0,1,1,0,0,0,0,2030-01-03 00:00:00,0,0,724
