Species,Population,Year,Altitude
Sns,3.3614365105463913,2075,1115.0
Sns,2.0343720950162276,2075,1145.0
Sns,0.0,2075,1175.0
Sns,0.1407010395775521,2075,1205.0
Sns,0.0,2075,1235.0
Sns,0.0,2075,1265.0
Sns,0.0,2075,1295.0
Sns,0.0941646102192589,2075,1325.0
Sns,0.0,2075,1355.0
Sns,0.0,2075,1385.0
Sns,0.0871754566126784,2100,215.0
Sns,0.4701330654673336,2100,245.0
Sns,2.287846053361919,2100,275.0
Sns,2.778816325996451,2100,305.0
Sns,3.733381005280141,2100,335.0
Sns,7.465323222160683,2100,365.0
Sns,8.450660461614541,2100,395.0
Sns,16.590037577393918,2100,425.0
Sns,25.367916149626023,2100,455.0
Sns,29.36455048740251,2100,485.0
Sns,42.44803407955342,2100,515.0
Sns,38.35600993741455,2100,545.0
Sns,17.97113456808272,2100,575.0
Sns,10.678765239047852,2100,605.0
Sns,3.687273822240228,2100,635.0
Sns,1.5644875170382149,2100,665.0
Sns,1.8481833925965072,2100,695.0
Sns,0.8215497468299374,2100,725.0
Sns,0.2677613419767913,2100,755.0
Sns,1.4919791353867946,2100,785.0
Sns,1.910437417824998e-07,2100,815.0
Sns,0.0,2100,845.0
Sns,0.1743280908545087,2100,875.0
Sns,0.2655321186076012,2100,905.0
Sns,0.0,2100,935.0
Sns,0.0,2100,965.0
Sns,1.072265624946187,2100,995.0
Sns,0.0,2100,1025.0
Sns,0.0871698621814102,2100,1055.0
Sns,0.5617198837642186,2100,1085.0
Sns,0.5581555878186232,2100,1115.0
Sns,0.366437844478279,2100,1145.0
Sns,0.0,2100,1175.0
Sns,0.8215709152455336,2100,1205.0
Sns,0.0,2100,1235.0
Sns,0.0,2100,1265.0
Sns,0.0,2100,1295.0
Sns,0.5125774929102179,2100,1325.0
Sns,0.0,2100,1355.0
Sns,0.0,2100,1385.0
Sns,0.3666018567270856,2125,215.0
Sns,1.5654292628515372,2125,245.0
Sns,2.376996267769703,2125,275.0
Sns,4.662778781442758,2125,305.0
Sns,13.156331411015016,2125,335.0
Sns,20.17392811294353,2125,365.0
Sns,43.85526883732468,2125,395.0
Sns,56.57294114451187,2125,425.0
Sns,83.09924689956418,2125,455.0
Sns,164.78322074615932,2125,485.0
Sns,180.0466656809889,2125,515.0
Sns,79.72193109828471,2125,545.0
Sns,17.643388261791664,2125,575.0
Sns,10.494783211869157,2125,605.0
Sns,8.569551535391696,2125,635.0
Sns,1.6866480866246232,2125,665.0
Sns,2.6529201491523717,2125,695.0
Sns,0.1995806538149855,2125,725.0
Sns,1.1595377675309035,2125,755.0
Sns,3.360006220361245,2125,785.0
Sns,0.0345528636857844,2125,815.0
Sns,0.0,2125,845.0
Sns,0.7331469685257443,2125,875.0
Sns,2.8506015488786733,2125,905.0
Sns,0.0,2125,935.0
Sns,0.0,2125,965.0
Sns,3.5097686292375405,2125,995.0
Sns,0.0,2125,1025.0
Sns,0.3665876364388109,2125,1055.0
Sns,2.94603379118935,2125,1085.0
Sns,6.557035313983351,2125,1115.0
Sns,1.0784801881270107,2125,1145.0
Sns,0.0,2125,1175.0
Sns,0.1996028976107931,2125,1205.0
Sns,0.0,2125,1235.0
Sns,0.0,2125,1265.0
Sns,0.0,2125,1295.0
Sns,0.1370342532173269,2125,1325.0
Sns,0.0,2125,1355.0
Sns,0.0,2125,1385.0
Su,0.0,2025,215.0
Su,0.0,2025,215.0
Su,0.0,2025,245.0
Su,0.0,2025,245.0
Su,2.0,2025,275.0
Su,0.0,2025,275.0
Su,3.0,2025,305.0
Su,0.0,2025,305.0
Su,2.0,2025,335.0
Su,0.0,2025,335.0
Su,2.0,2025,365.0
Su,2.0,2025,365.0
Su,4.0,2025,395.0
Su,4.0,2025,395.0
Su,34.0,2025,425.0
Su,8.0,2025,425.0
Su,107.0,2025,455.0
Su,19.0,2025,455.0
Su,234.0,2025,485.0
Su,83.0,2025,485.0
Su,210.0,2025,515.0
Su,56.0,2025,515.0
Su,119.0,2025,545.0
Su,10.0,2025,545.0
Su,108.0,2025,575.0
Su,43.0,2025,575.0
Su,73.0,2025,605.0
Su,21.0,2025,605.0
Su,56.0,2025,635.0
Su,49.0,2025,635.0
Su,27.0,2025,665.0
Su,10.0,2025,665.0
Su,45.0,2025,695.0
Su,43.0,2025,695.0
Su,9.0,2025,725.0
Su,5.0,2025,725.0
Su,10.0,2025,755.0
Su,9.0,2025,755.0
Su,32.0,2025,785.0
Su,13.0,2025,785.0
Su,15.0,2025,815.0
Su,24.0,2025,815.0
